Mobility Type,X Variable,Y Variable,MAPE,MAE,R2
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Total,a,162.52867921530515,0.001139201018057058,1.1568639313175311e-07
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Total,p,72.00960721458485,21.50558382297383,0.05107592462684307
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Total,s,121.15456405404545,3.1851184474078162,0.13201292793809138
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male,a,162.52956778825614,0.001139209181115511,3.470803497940267e-07
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male,p,72.062196199009,21.51827726252671,0.050496804576139365
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male,s,121.32655329061697,3.188560036767537,0.130360114567032
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: Under 5 years,a,162.2501639869218,0.0011371705477780639,0.0005558232273711328
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: Under 5 years,p,71.5507723076926,21.433424421918183,0.05879087197528021
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: Under 5 years,s,121.92521822879165,3.200521383108104,0.1250551621923358
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 5 to 9 years,a,162.2034401454219,0.0011367504537471932,0.0006437044596292463
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 5 to 9 years,p,71.52264413364898,21.433218364718986,0.05882820861092175
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 5 to 9 years,s,122.07236737813486,3.2030273465444714,0.12492257010927854
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 10 to 14 years,a,162.25269352519604,0.0011370792011593028,0.0005041690264384613
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 10 to 14 years,p,71.57078297809551,21.443995104778253,0.057997897861548964
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 10 to 14 years,s,121.99224651415773,3.200965735310097,0.12495457612768357
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 15 to 17 years,a,162.35903979826406,0.0011377900900979936,0.0002783567883409832
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 15 to 17 years,p,71.65822711699434,21.460269194805306,0.055722096376653485
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 15 to 17 years,s,121.90905856943341,3.2026022784443255,0.12600009369912302
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 18 and 19 years,a,162.36774278241214,0.0011380784264424643,0.00020345579303893135
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 18 and 19 years,p,71.58362174368278,21.410245744702642,0.05857036292645201
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 18 and 19 years,s,122.15277097123321,3.1969198713740674,0.12731278087069697
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 20 years,a,162.3475171191936,0.0011378843701039213,0.00030373712048692436
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 20 years,p,71.80762278704029,21.477712787746285,0.05690356143396913
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 20 years,s,122.1109901263667,3.1990160246294463,0.12443635891428062
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 21 years,a,162.3732566099762,0.0011380285217388482,0.00024272304792916088
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 21 years,p,71.76025313241175,21.455591348005502,0.0571324246260515
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 21 years,s,122.2805912422569,3.197639792848662,0.12629182359080338
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 22 to 24 years,a,162.46625951403075,0.0011387974392026922,5.06003478848438e-05
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 22 to 24 years,p,71.93632424293254,21.485668117724035,0.05451514447068895
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 22 to 24 years,s,122.15881475204884,3.192560011878578,0.12550545718412576
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 25 to 29 years,a,162.4920352844266,0.0011390483581847656,2.4099755336459694e-05
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 25 to 29 years,p,72.09072226149718,21.491766044945827,0.05437609286888756
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 25 to 29 years,s,122.39334272928,3.190942810309908,0.12413062748341819
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 30 to 34 years,a,162.51499405635826,0.0011391490258342968,3.1202563409715722e-06
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 30 to 34 years,p,72.10282418073915,21.483817256519128,0.05385615220479345
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 30 to 34 years,s,122.25140972632941,3.190194095448349,0.1245109492520422
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 35 to 39 years,a,162.50688528639182,0.0011390869228136253,8.887689190606451e-06
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 35 to 39 years,p,72.04636055804535,21.4945040893495,0.053160270860871384
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 35 to 39 years,s,122.06190605869855,3.1899867114465486,0.126912168556519
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 40 to 44 years,a,162.46883254139925,0.0011387609849506514,6.687209959033158e-05
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 40 to 44 years,p,71.8873065047553,21.47655283473981,0.05472816205507336
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 40 to 44 years,s,121.72060788373169,3.182873250018393,0.1283248709441981
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 45 to 49 years,a,162.53956154757114,0.0011393032183496623,1.7672408809343843e-05
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 45 to 49 years,p,72.09123910618761,21.521200757965172,0.05041638767780743
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 45 to 49 years,s,121.54738154691911,3.1848222378568916,0.1300247669053236
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 50 to 54 years,a,162.49620320100212,0.0011392048939565895,0.0002550753114621829
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 50 to 54 years,p,72.28711998445266,21.565343441402426,0.045876601066530354
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 50 to 54 years,s,120.93498143365132,3.182652414829885,0.13192805807068442
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 55 to 59 years,a,162.51420985626436,0.0011403611752884807,0.0005143183157020337
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 55 to 59 years,p,72.39219951658886,21.591641300328586,0.04207098387386998
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 55 to 59 years,s,120.679402210071,3.1909277721370133,0.1317385878930024
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 60 and 61 years,a,162.545042211289,0.0011413789670653672,0.0007398450466746809
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 60 and 61 years,p,72.50237161599516,21.617970099622408,0.039624470343885165
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 60 and 61 years,s,120.42603362691197,3.189245126077681,0.13226711382888368
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 62 to 64 years,a,162.48476984110357,0.0011405787079017096,0.0005981405236386017
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 62 to 64 years,p,72.43036963114287,21.600567136180832,0.04004772318123717
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 62 to 64 years,s,120.25601780468145,3.1911061371347422,0.13427972971667146
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 65 and 66 years,a,162.44007743848778,0.001141026754032141,0.0007067721557066919
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 65 and 66 years,p,72.50900549567885,21.635117035303274,0.037727981202813954
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 65 and 66 years,s,119.43057693328424,3.1804565148096913,0.13499734782219142
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 67 to 69 years,a,162.37453096692985,0.0011400921763965628,0.0005118963114715269
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 67 to 69 years,p,72.39955192932327,21.613646705804264,0.039462316695542565
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 67 to 69 years,s,118.35471349653088,3.1598889348858314,0.1393875114912284
grocery_and_pharmacy_percent_change_from_baseline,Estimates: Male: 70 to 74 years,a,162.31210175296357,0.0011395899037019133,0.00044588361211772565
